5470,2190,2105,5805,6065,3390,4850,3850,2750,5970,3015,2880,5300,4788,3050,4310,6620,3910,5900,3820,6515,6390,3505,3520,2685,4410,3340,2920,2930,2360,3810,3760,2530,5642,5726,5556,6200,3060,6850,4630,4470,5130,3785,3840,6580,4080,7680,7600,3520,4140,4120,4895,4125,6309.6,2780,7175,4750,5320,3355,9175,3100,3921.5,6344,5326,12731,3455,4119,7263,6014,6360,5705,4395,5180,5191,3335,5455,7775,2970,3230,2307,1076.5,1072.5,1923,4568,2245,2042.5,2022.5,1855,2176,6105,4249,2787,6260,3460,3110,5080,4330,3900,3770,3130,2680
5525,2550,1115,5585,5805,3830,5000,4080,3575,6740,2860,3190,4970,4880,3460,4100,6860,3760,5590,3840,6760,6750,4550,4780,3023,4822,4220,3800,3250,2628,4340,3760,3320,5169,5412,4926,6100,2900,6050,5450,5130,4960,3675,3625,6020,3900,6660,7160,3030,3720,3900,4740,4345,5961.9,2740,6610,4760,5255,3755,8650,2600,4281,5597,5207,12951,3225,4084,6991,6269,6800,6375,4690,5900,4994,3725,5630,7815,2995,3160,1825,841.5,1817.5,3043,4116,3000,2415,2802.5,2717.5,2216,6295,3510,2561,5040,2810,3735,4240,3420,4100,2920,2500,2980
5560,2720,1225,5280,6315,2680,4725,4070,3910,7570,3775,3495,5250,4852,3665,4660,7240,3890,5830,3900,7355,6925,3735,3900,2784,4470,3900,3180,3149,2541,4320,3540,2820,5680,5772,5590,7150,3140,6750,4960,5200,5080,3695,4000,6440,4070,7490,6910,3610,4170,4150,4210,4317.5,6566.7,2720,6615,4770,5195,3130,10410,2650,4604,1178,5605,10692,3177,4310,7970,5980,6840,5535,4590,5410,5200,3895,5980,7825,3215,3420,2664,1225,725.5,1307,4419,2795,2652.5,2020,1777.5,2370,6499,3423,3229,5900,3530,3420,5200,4740,5450,4790,3660,2640
5815,3720,1440,5320,6060,2660,4850,3980,3335,7670,3550,3285,5515,5284,3175,4700,6550,4205,6550,3720,7660,6940,3910,3880,3174,5052,4630,3720,3177,2491,4760,4180,3020,5661,5702,5620,7450,3700,6450,5270,5400,5120,3630,3915,6440,3930,6160,6400,3370,4100,4120,4370,4444,6570.9,2680,6375,4550,5020,3315,10805,3000,4670.5,1581,5761,8563.5,2551,4497,8142,6150,6480,6340,4630,5450,5225,4145,6065,7850,3590,3570,2661,1217,1030.5,1906,4569,3492.5,3300,2212.5,2020,2626,4273,2838,2970,5060,3590,2620,4740,4130,5000,4270,3310,2660
6070,4710,1777,6460,6445,3210,5350,4560,4485,8240,4360,4200,5675,5556,4025,4570,8730,4820,7560,4160,7860,7300,4175,3980,3877,6204,5560,4360,3312,2626,4830,4040,3290,6079,6100,6058,7050,3740,7000,5520,5570,5310,4100,4200,7040,4210,6570,6650,3290,4340,4540,4695,4279,7133.1,2660,6925,4755,5235,3415,11125,3050,4490.5,1870,6493,6217,1680,5083,9056,7240,7000,6940,5375,6550,5295,4490,5660,7855,3940,3800,2930,1319,1225,2247,4689,3097.5,2837.5,3337.5,3000,2578,3984,3421,3467,5440,3840,3485,5200,4730,4700,4200,2870,3080
6210,5070,2636,6175,6655,3240,4960,4260,3335,7030,4070,3940,5805,5472,3785,4220,8690,4480,7210,3480,7675,7200,4185,3760,3502,5690,4200,4740,3409,2719,4710,4380,3360,5776,5776,5776,6950,3880,6650,5160,5680,5100,3485,3900,6620,4020,7290,6930,3650,4220,4390,4825,4235,6633.3,2620,7255,4905,5345,3030,11080,2500,4437,5230,6518,5562,1599,5077,8997,6472,6960,5665,4655,5320,5435,4280,5805,7905,3765,3680,3596,1357,1015,1854,5080.5,3665,3295,2862.5,2615,2739,3370,3549,3148,5380,3520,2920,4760,4670,4850,3640,2500,2720
6275,6030,3788,6100,6380,4330,4685,4200,3150,6270,3545,3530,5820,5044,3710,3970,7650,5235,8030,4880,7300,6895,4430,3980,4047,6412,5890,5040,3461,2696,5260,4780,3480,6011,5998,6024,5850,3460,6650,4890,5080,5460,3865,4140,6460,4120,8030,8410,3260,4360,4510,4925,4460.5,6924.6,2600,7090,4735,5490,4495,9990,2400,4383.5,8046,6593,6294.5,1846,5166,9174,6948,7300,6505,4975,5860,5579,3785,6135,7920,3805,3855,3769,1675,1500,2842,5273,6555,6220,3002.5,2615,3450,3759,3468,3663,6160,2820,3530,5260,5660,5900,4360,2890,2680
6230,5280,6649,5915,5595,5240,4370,4190,3875,6330,3705,3845,5680,4852,4060,3730,7950,4790,7270,4600,7230,6695,4640,4480,3635,5720,5230,5040,3449,2674,5430,4640,3630,5842,5776,5908,6250,3300,6550,5420,5100,5240,3480,3945,6320,4020,7770,8690,2350,4240,4190,4550,4801.5,6746.7,2580,7155,4785,5490,4770,8880,2000,4190.5,7997,5722,7422,1990,4565,7945,6686,7020,6465,4810,5510,5618,3295,5955,7950,3755,3680,2619,1075.5,1503,2775,5176,3040,2680,2660,2172.5,3526,4171,3588,3835,5940,3310,3600,5320,6240,6700,4280,2740,3060
6155,4420,9383,5320,5960,3730,4655,4190,3530,6590,3245,3400,5525,4624,3965,4070,7210,4450,6840,4120,6490,6400,4515,4480,3474,5422,4930,5400,3521,2806,4630,5060,3470,5574,5564,5584,6950,3000,6900,5020,4950,4780,3480,3735,6560,3910,8170,7510,3020,4090,4130,4530,5252.5,6400.2,2600,7005,4565,5425,4785,13280,2050,4036.5,9216,5589,9254.5,2238,4329,7460,5820,6980,5575,4445,5120,5775,3290,6015,7970,3525,3420,2717,1260.5,1332.5,2550,5189,8877.5,8677.5,3025,2725,4696,3995,4855,3261,6020,2870,3580,5340,6520,7650,4170,2830,2420
6070,3940,9051,7555,6180,4690,4930,4330,3375,5940,3355,3700,5180,4648,3830,3780,7880,4070,6040,4200,6340,6625,4260,4560,3146,4528,6530,4600,3374,2615,5310,4560,3300,5875,5814,5934,7500,3320,6450,5450,4880,5380,3620,3970,6080,4110,7670,7440,3250,4260,4170,4715,5230.5,7157.7,2640,6565,4690,4650,4260,12580,2150,4047.5,8077,5306,10607,2089,4057,6915,6033,6880,6220,4660,5190,5794,3530,6455,7980,3510,4070,2700,1182.5,1169.5,2221,5279,3280,3100,2370,2205,4878,5377,4174,3157,6220,3340,3580,5040,5770,6650,4450,3080,2920
5965,2750,5876,6865,5895,5030,4415,3940,3370,6500,3325,3090,5415,4696,3830,4140,7040,3720,5670,3560,6330,6480,4370,4620,3100,4834,4370,4900,3275,2600,4270,4940,3570,5669,5572,5766,6150,3360,6150,4790,4820,4960,3560,3745,6040,4130,7380,7350,3280,4150,4090,4810,5082,6531.6,2720,6200,4895,4490,3510,10910,2300,4183,6021,4627,11268,2230,3473,6378,5454,6580,5695,4215,4550,5881,4345,6050,7995,3710,3555,4443,1948.5,1513.5,2774,5633.5,3202.5,3012.5,2970,2557.5,4924,5968,4653,3264,6260,3660,4440,5420,5200,5300,4350,3220,3460
5930,2980,3940,6355,6200,3760,5290,4650,3465,6040,3355,3695,5075,4532,4085,4370,7940,4500,6900,4220,6465,6490,4170,4160,3650,5788,4930,5260,3711,2902,5590,5000,3500,5908,5994,5824,6950,3300,6750,5530,5700,5530,3985,4140,6260,4340,7840,7840,3280,4260,4260,5040,4966.5,7467.6,2800,5620,4815,4525,4620,9930,2150,4079.5,6399,4852,12041,2468,3739,6703,6087,6760,6520,4825,5250,5889,4340,5925,8000,4090,4005,3835,1766.5,1451.5,2589,5866,4592.5,3577.5,3130,2880,5217,6334,5448,3455,6480,3650,5030,5740,5050,4350,4650,3820,3060
5775,2690,1936,5360,6255,3190,4660,4070,3220,5870,3005,3305,4775,4700,3840,4230,7290,4010,6010,4020,7020,6870,4080,4160,3387,5314,5060,4480,3713,2866,5710,5500,3410,5575,5640,5510,5600,3060,6300,5270,5610,5270,3665,3840,5780,4200,7500,7530,3250,4170,4220,5140,4812.5,6355.5,2860,5590,4770,4575,4040,11045,2450,3949,6857,5014,12962.5,2675,3817,6422,5317,6500,5765,4250,4720,5922,4950,6160,8015,3430,3650,3200,1547.5,1590.5,2943,5871,2600,2572.5,2635,2415,5210,6085,3703,3103,5420,3670,4965,5040,3880,4000,3890,3090,2920
5690,2650,1348,6215,6205,3780,4475,4030,2430,5610,2355,2560,4570,4896,3085,4070,5750,3795,5610,3980,7075,7055,4165,4520,3155,4710,5540,4920,3298,2446,6040,4940,3630,5158,5326,4990,6200,2800,5650,5160,5750,5040,3465,3570,5120,4200,7300,7580,2970,3890,3910,4935,4807,5845.5,2800,5415,4655,4375,4130,10790,2200,3987.5,3446,4966,12200.5,2989,3694,6013,4867,6680,6050,3945,4510,5850,5395,6135,8010,3200,3215,3182,1421.5,2008.5,3669,5662,4802.5,4650,3742.5,3455,5422,5517,3300,2888,5080,3050,4765,4420,3350,3500,3410,2840,3020
5750,4000,1180,5365,6465,3010,4540,4280,3060,5610,3110,3060,4620,5004,3240,4080,6410,4175,6280,4140,8040,7210,3905,4120,3616,5604,5880,4520,3922,3048,6260,4960,3350,5779,5884,5674,6900,3220,6250,5550,5610,5630,3885,4085,6040,4160,7810,7260,3530,4250,4150,4310,5038,6875.4,2780,5570,4740,4365,3415,13305,1900,4024.5,1544,5089,10400.5,2868,3969,6984,6017,6580,5830,4390,4930,5900,4895,6010,8080,3775,3775,2755,1247.5,897.5,1612,5902,3685,3557.5,2402.5,2297.5,5678,4593,1023,3392,5900,3770,4290,5140,4370,5500,4510,3600,2540
5660,4150,1237,4925,5670,3210,4090,3770,2825,5670,2965,2795,4790,5132,2920,4060,6230,4195,6450,3880,8020,7060,3905,4000,3723,5856,5930,4060,4028,3155,6300,4860,3450,5345,5500,5190,5050,2800,5950,4550,5200,4990,3815,3865,5860,3920,7330,6970,3890,4060,4040,4275,5285.5,6069,2740,5545,4705,4425,3485,10240,2500,4108.5,2031,5111,8765,2564,3897,6851,5598,5780,5685,4315,4940,5824,4255,5645,8100,3595,3735,3275,1480.5,1083,1979,6179.5,3687.5,3477.5,2897.5,2635,5837,4545,1196,2943,5180,3480,2990,4340,3570,3650,4160,3240,2580
5595,6050,1917,5305,7335,2390,4880,4450,3245,5800,3235,3180,4845,5304,3365,4130,7260,4850,7690,4020,7855,7015,4635,4440,4209,6620,6310,5360,3824,2973,5930,5160,4030,5943,5980,5906,5900,2640,6450,4720,4590,5400,4325,4280,5900,4280,7960,8010,3840,4430,4320,4965,5318.5,6608.4,2660,5630,4505,4415,3780,10140,3000,4220,2561,6017,7000,1583,4684,8269,6344,6240,6455,4835,5610,5796,3910,5875,8120,3920,4080,4540,2027,1590,2807,6519.5,2615,2352.5,3432.5,3210,5673,3855,1709,3908,5680,3780,5600,4820,4480,4300,4250,2900,3260
5625,6280,2801,6075,7775,3450,4975,4700,3550,5870,3320,3515,4650,5184,4390,4640,8220,4940,7880,4000,7815,6940,4680,4320,3924,6008,6460,5480,3746,2846,6520,4940,3980,5420,5622,5218,5500,1700,6150,5090,4450,5160,4275,4280,5160,3940,7410,7480,3770,3870,4080,4740,5373.5,6861.3,2580,5775,4525,4520,4065,9545,2950,4038.5,5166,5733,6677,1435,4512,7872,6425,5900,6140,4835,5550,5749,3895,5975,8145,4065,4040,2442,1128.5,1031.5,1963,6614,3070,2865,3330,3182.5,5621,3495,1025,3512,5520,2750,4135,5020,4720,4500,4120,2860,2480
5630,5520,4019,6425,7090,3550,4850,4670,3325,5630,3090,3445,4295,5392,4160,5080,7770,5375,8080,5360,7730,7010,4560,4220,4239,6538,7090,5200,3690,2782,6660,4860,3780,5756,5740,5772,6050,1860,5800,4640,4100,4960,4135,4240,5800,4190,7590,7370,4000,4180,4100,5010,5252.5,6778.5,2500,5685,4260,4460,3470,9775,3050,3518.5,7470,6143,7318,1297,4553,7830,6519,6080,6520,4970,5880,5712,3910,6000,8150,3705,4005,3415,1573.5,1188.5,2200,6874,2597.5,2322.5,2922.5,2690,5556,3741,1747,4182,5720,3600,5280,5200,5640,5600,4680,3070,2840
5605,4800,6838,5975,6790,4230,4700,4460,3060,5550,3120,3100,4315,5808,3990,4990,7830,4625,6770,4960,7885,7185,4615,5120,4076,6474,5830,5140,3849,2989,6160,4880,3990,5496,5516,5476,7100,2420,5700,4920,4420,4560,3855,4065,5300,4150,7110,7320,3790,4080,4060,4790,5115,6463.5,2440,5675,4320,4475,4425,11805,3300,3276.5,6849,5497,7999,1266,4301,7292,6125,5760,6040,4690,5500,5595,3300,6215,8175,3595,3735,3657,1599.5,1630,2988,6973,2617.5,2427.5,3800,3667.5,5320,4011,1814,3831,6440,3550,4275,5400,6480,6800,4620,3190,3460
5600,4610,9351,6500,7510,4150,4960,4860,2840,5550,3010,2840,4485,5700,3815,5030,7590,4495,6340,5300,7900,7695,4745,5820,4387,6530,8720,5000,4171,3124,8170,4600,4360,5384,5524,5244,6200,2340,5950,4520,4230,4700,3805,4060,5600,4070,7080,7210,3660,4160,4030,4410,5291,6677.1,2420,5550,3985,4275,4280,7885,2100,3365,6968,5319,8762,1607,4114,7010,5710,5840,5995,4700,5570,5579,3780,6035,8180,3305,3545,2997,1148.5,1250.5,2226,7097,2500,2152.5,3487.5,3162.5,5122,4073,2169,3301,6140,2750,3640,5220,6680,7450,4220,2980,2160
5625,3530,9149,6790,7495,4460,5105,4880,2980,4950,3210,3280,4415,5160,4460,4560,9210,5005,7450,5120,7065,7525,4630,5680,3450,5244,6010,4560,3827,3124,4730,4620,4000,5772,5740,5806,6200,2060,6700,4480,3850,4840,4040,4265,5620,4130,7580,7410,3830,4140,4120,4710,5434,7032.3,2420,5015,3765,3590,6335,10140,2000,3674,7253,5269,9696,1819,4110,7130,6064,5780,6140,4855,5760,5512,3830,5900,8165,3520,3890,2616,1157,1430.5,2744,7036,2685,2345,3642.5,3192.5,4930,5359,1938,3211,5700,3480,4190,5320,5370,6550,4250,2980,3240
5650,2790,5508,6760,7080,4290,4690,4550,3670,5630,3415,3330,4500,4712,4155,4600,8340,5340,8390,4580,6210,6370,5525,5500,3951,6114,6460,4960,4116,3223,6470,4920,3900,5546,5550,5544,6450,2220,6150,4590,4240,4370,3925,4085,6300,3960,7140,6960,4000,4050,4050,4890,5291,6690,2460,4800,3815,3625,3345,12695,2050,3612,6413,4993,10373,2039,3883,6924,5848,5600,6320,4610,5380,5439,3505,5900,8170,3520,3660,2482,1082.5,1749.5,3172,6781.5,2500,1830,3450,3110,4740,6156,2217,3390,6260,3870,4260,5580,5590,5400,4760,3600,3680
5700,2750,4148,7150,8160,3770,5675,5300,3295,5380,3720,3420,4800,4496,4080,4410,8660,4320,5980,5300,7170,7185,4865,5500,3795,5892,5870,5240,3853,2979,6250,4960,4040,5821,5884,5758,8050,2440,7350,5110,4240,4810,4560,4450,5800,4320,7620,7800,3820,4070,4200,5220,5142.5,7751.4,2520,4450,3865,3735,3825,6515,1950,3557.5,5854,5176,10682.5,1817,4060,7351,6308,5700,6390,4900,5560,5324,3505,5910,8170,3775,4005,3120,1349.5,1299,2281,6912,3692.5,3462.5,3470,3230,4785,6735,3590,3672,7140,3640,5020,6220,5590,5000,5280,4200,3660
5780,2470,1897,6310,6830,3580,4870,4600,3270,5750,3090,3085,4805,4264,3670,4460,7330,3810,5160,4940,8030,7970,4140,5680,3585,5662,5550,3980,3968,3071,6570,4820,3850,5585,5636,5534,6300,2220,6850,4740,4260,4720,4345,4195,5460,4110,7390,7520,3690,3970,4060,5175,4889.5,6300.9,2520,4860,4225,4370,4920,8500,2050,3436.5,5710,5164,10935.5,1833,3999,7051,5654,5300,5615,4250,4840,5241,3440,6130,8145,3450,3850,3431,1627,1394,2527,7073,1177.5,1047.5,2987.5,2645,4423,5634,1871,3459,5960,3340,6380,5400,4340,3300,4050,3400,3240
5815,2610,1329,6380,7365,3740,4810,4510,2840,5280,2815,3075,4495,4536,3620,4330,7000,4060,5580,5080,8150,8095,4245,5880,3865,5826,6770,5500,3983,3022,6910,5400,4050,5396,5480,5312,5250,2120,5600,4440,3930,4480,3875,4160,5420,4100,6880,7680,2880,3980,4060,5045,5005,5966.7,2520,4965,4250,4245,4340,10735,3700,3482,4926,5167,10815.5,2442,3930,6728,5821,5420,5160,4105,4910,5165,3065,6210,8145,3230,3430,2332,1100.5,2878.5,4471,6216.5,2922.5,2660,4325,4125,4142,6487,1276,2985,5880,3030,4355,5100,3980,3750,3890,3130,3120
5920,3680,1419,9595,7555,2710,5070,4870,3750,5610,3680,3585,4590,4720,3775,4850,7500,4350,6360,4680,8815,8110,4565,5540,3434,5244,6050,4160,3813,2894,6870,4660,3740,5924,5970,5880,7100,2360,6400,5470,4000,5210,4450,4580,5800,4280,7650,7060,3470,4200,3870,4560,5060,7359.3,2500,4930,4150,4235,6600,8740,2450,3651.5,1300,5564,8669,2157,4297,7666,6437,5460,5935,4740,5430,5165,3085,6000,8170,3425,3970,2700,1247.5,915,1481,6434,2787.5,2510,2717.5,2540,4156,4776,1271,3601,6380,3850,5435,5320,4480,4500,4900,3760,2840
5920,3820,1308,5420,5865,2660,4095,3970,3690,6080,3705,3455,4840,4560,3675,5010,7430,4160,6130,4380,9335,8295,4110,4720,3493,5294,6720,3480,3789,2845,7400,4080,3450,5471,5518,5426,5750,2320,5850,4900,4040,4880,4135,4130,5260,3990,7190,6890,3780,3940,3940,4380,5098.5,6510,2480,4990,4105,4130,4460,10215,3300,3734.5,2200,5292,7079.5,1870,4002,7171,5799,5020,5880,4565,5250,5158,3240,5980,8180,3460,3815,3372,1606.5,1239,2190,6657.5,2090,1880,3937.5,3807.5,3787,3511,1304,3187,5740,3400,4520,5080,4070,3850,3990,3080,2940
5925,4460,2220,5675,7710,2120,5185,4720,4660,6500,4085,4450,4475,4748,4590,5540,8350,4485,6490,4960,9535,8540,4240,5180,4007,5900,8250,4620,3580,2561,8020,4340,3700,6065,6062,6068,6400,2300,6350,5330,4280,5040,4395,4645,5900,4360,7400,7460,3710,4440,4340,4990,4972,6743.7,2440,4835,4145,4085,5925,9820,3300,3642.5,2782,5610,5640,1057,4341,7947,6142,5620,7005,5155,6110,5053,2930,5930,8190,3695,3970,3198,1460.5,1715.5,2964,6599,2735,2537.5,3862.5,3555,3562,3760,1338,3477,5900,3450,4350,4800,4190,4000,4080,3140,3280
5945,4760,2875,6890,7715,2660,5675,5300,3800,6000,4085,4050,4510,5228,4225,4990,9010,4860,7200,5040,9725,8670,4530,5320,4180,6300,7770,5060,3993,3001,7660,4500,4010,5849,5846,5852,6350,2060,6350,4790,4050,5100,4330,4375,5840,4240,7690,7930,3470,4090,4150,4970,4889.5,7587,2420,4905,4065,4190,5315,7990,2300,3641.5,4708,5512,5238.5,660,4341,7787,6283,5500,6700,5320,6240,5097,2900,5850,8220,3895,4090,2723,1183,1521,2801,6519.5,2855,2547.5,2872.5,2537.5,3558,4089,1348,3757,6740,3000,4395,5320,5490,4950,4460,3250,2880
6160,3290,4532,6815,7230,2530,5045,4960,4145,4910,4310,4690,4130,5384,4325,4650,8470,5360,7860,5720,9335,8525,4590,5200,4578,7082,8050,4640,4104,3153,7310,4400,4070,6046,5960,6130,5750,1980,6000,4870,4020,4970,4520,4480,5640,4450,7750,7630,3590,4460,4430,5150,4785,7002,2400,5160,4655,3990,4800,8130,1800,3582,6792,5433,5777.5,1057,4284,7616,6212,5680,6950,5430,6540,5044,2375,6020,8225,3600,3765,2834,1185,1724.5,3062,6366,3225,2925,2855,2700,3632,4243,2065,3910,6020,3190,5255,5140,5700,5300,4590,3090,3000
6330,3610,6972,6710,7225,3170,4800,4810,3710,4440,3570,3945,3755,4976,4685,4570,8900,5005,7360,5300,9300,8515,5185,6100,4253,6678,6620,5060,3951,3003,7120,4720,4420,5910,5864,5956,6950,2340,6150,5290,4240,5040,4375,4485,5560,4190,7630,7990,3230,4200,4250,4950,4779.5,7048.5,2380,5140,3585,3285,4490,8660,1950,3513,6193,4729,6479,1127,3697,6730,6007,4820,6010,4690,5400,5044,2875,5770,8235,3775,3800,3136,1456.5,2448,4534,5926,2217.5,2245,3355,3115,3404,4061,2228,4092,6340,4100,4515,6020,6920,7000,4940,3240,3560
6270,3650,9719,6420,7155,3080,5120,4940,3435,5170,2990,3070,3675,5132,4350,4670,8720,4770,6490,6100,8630,8625,4845,5920,4239,6080,9590,4800,3952,2890,8370,4500,4150,5774,5762,5786,7600,2820,6400,5290,4750,4840,4445,4465,5540,3950,8110,7510,3830,4330,4330,4635,4906,7184.7,2400,4090,3155,2805,4015,10295,2450,3551.5,5647,4131,7290,1096,3526,6352,5815,4620,5575,4540,5300,5083,3575,5630,8255,3325,3575,2576,992.5,1491,2718,5824,2060,1802.5,2047.5,1830,3407,4662,1813,3986,6460,2960,4460,5660,7300,7950,5210,3580,2540
6290,3130,10031,6660,7655,3380,5300,4990,3980,5770,3910,3680,3905,5100,4940,5100,9710,4760,6730,5580,7785,8395,4625,6200,3919,5982,7110,4320,4347,3530,5880,4580,4060,6114,6058,6170,6900,2980,6300,5620,4670,5560,4610,4515,5540,4300,7730,7830,3730,4410,4440,4960,4911.5,7146.3,2460,3450,3100,3065,5055,7645,5050,3738.5,4317,4342,7343,1018,2966,5668,5364,4700,5660,4575,5260,5057,3725,5820,8250,3535,3425,2302,1086,1082.5,1850,5858.5,1965,1520,2155,1952.5,3369,5668,2832,3734,6780,3640,5230,5420,6050,6100,5000,3560,3120
